,Canal,Nome vídeo,Data
2159,adsense,Watched Pegadinha da Semana Ep. 17 P2 - SQL Exists e Not Exists - Prof. Eduardo Neves 2015,2020-02-19 02:54:33.670
2160,Bora para prática!!!,Watched Pegadinha da Semana Ep. 16 - Topologias Física e Lógica - Prof. Walter Cunha 2015,2020-02-19 02:42:49.583
2161,Bora para prática!!!,Watched https://www.youtube.com/watch?v=oRW4NhTykzo,2020-02-19 02:42:12.062
2162,Bóson Treinamentos,Watched Vanguart -  Pra Onde Eu Devo Ir (Ao Vivo),2020-02-19 02:02:39.505
2163,adsense,Watched Dicas PF 2018 - João Paulo - Informática - Arquiteturas de Redes - AlfaCon,2020-02-18 21:40:08.734
2164,Provas de TI,Watched Sammy Lee perdoou Pyong? Castanhari faz alerta para seus seguidores,2020-02-18 21:36:39.053
2165,Provas de TI,Watched Aula 08   Barramentos,2020-02-18 03:05:25.267
2166,adsense,Watched Engenharia - ORGANIZAÇÃO DE COMPUTADORES: Barramentos (dados e endereços); Registradores; MP etc.,2020-02-18 03:02:55.156
2167,Vanguart,Watched Informática: Hardware - Processador,2020-02-18 01:53:32.671
2168,AlfaCon Concursos Públicos,Watched Hardware para iniciantes - Processador,2020-02-18 01:41:44.645
2169,Treta News,Watched Curso Hardware #07 - Memória Principal,2020-02-17 15:40:34.973
2170,D Martins,Watched Pyong Lee é um Manipulador? (Análise de Linguagem Corporal - Metaforando),2020-02-17 15:27:52.260
2171,Wagner Homem Barros,"Watched Tela preta, PC não liga, resolva sem formatar.",2020-02-17 14:26:58.505
2172,Rico Domingues,"Watched Computador não inicia ,só aparece tela preta",2020-02-17 14:25:18.108
2173,RBtech,Watched 1v5 bem avonts - its :),2020-02-13 03:44:59.358
2174,Curso em Vídeo,Watched Função SE Excel - Aula de Excel - Condição SE,2020-02-12 16:20:50.479
2175,Metaforando,Watched PROCV e PROCH Passo à Passo (Sem complicação),2020-02-12 16:20:40.335
2176,Edenilson Fernandes dos Santos,Watched 🛑 Excel para Entrevista de Emprego - Parte 1,2020-02-12 16:20:37.769
2177,Evandro Batista,Watched SUPER RESUMO DO EXCEL BÁSICO - As Funções básicas mais usadas.,2020-02-12 15:50:28.464
2178,Italo Albuquerque,Watched AMBEV: A HISTÓRIA DE UMA GIGANTE BRASILEIRA,2020-02-12 15:22:09.570
2179,Ninja do Excel,"Watched Conheça a história da Ambev, Companhia de Bebidas das Américas",2020-02-12 15:20:11.652
2180,Ninja do Excel,Watched Vanguart - Demorou Pra Ser (Ao Vivo),2020-02-12 11:04:20.047
2181,Fernando Santoro,Watched Rubel - Quando Bate Aquela Saudade [Áudio Oficial],2020-02-12 10:59:24.693
2182,Excel VIP - Cursos e Treinamentos,Watched Los Hermanos - Último Romance,2020-02-12 10:54:47.036
2183,MyNews,Watched Vanguart - Meu Sol (Videoclipe Oficial),2020-02-12 10:49:34.429
2184,exame,"Watched Sorri, Sou Rei",2020-02-10 19:23:47.761
2185,Vanguart,Watched Saulo - Anunciação + Ai Que Saudade d'ocê + Beija flor - Ao Vivo em de Brasilia 19/07/2014,2020-02-10 19:22:41.287
2186,Rubel,Watched https://www.youtube.com/watch?v=DrWH9C5smyE,2020-02-10 19:18:34.128
2187,Eduardo Piva,Watched Anjo -  Saulo Fernandes,2020-02-10 19:18:19.627
2188,Vanguart,"Watched Ivete Sangalo, Saulo Fernandes - Não Precisa Mudar",2020-02-10 19:10:04.621
2189,Natiruts - Topic,Watched Saulo - Anjo (Ao Vivo pela Internet),2020-02-10 19:08:58.597
2190,Lucas Silveira,Watched Saulo - Anjo / Não Precisa Mudar / Outra Vez (Voz e Violão),2020-02-10 19:06:05.618
2191,adsense,Watched Banda Eva - Me Abraça e Me Beija,2020-02-10 19:01:59.650
2192,Claudio Junior,Watched Saulo - Tão Sonhada (Ao Vivo pela Internet),2020-02-10 18:55:13.101
2193,IveteSangaloVEVO,"Watched ASPX Cheatou? ""Confessou a trapaça?"" (Análise de Linguagem Corporal - Metaforando)",2020-02-10 07:00:15.305
2194,Saulo,Watched Petrix empurrou Pyong de propósito? (Análise de Linguagem Corporal - Metaforando),2020-02-10 07:00:11.513
2195,João Victor,Watched Entrevista com Vitor Santos | The Noite (19/11/18),2020-02-10 06:24:45.913
2196,Dark89TM Clash,Watched MC Gui Brincou ou fez Bullying com Criança? (Análise de Linguagem Corporal - Metaforando),2020-02-08 19:00:19.710
2197,Saulo,Watched Sequestro ou Traição? Caso Tainá (Análise de Linguagem Corporal - Metaforando),2020-02-08 18:45:05.164
2198,Metaforando,Watched João de Deus abusou sexualmente? (Análise de Linguagem Corporal - Metaforando),2020-02-08 18:30:22.562
2199,Metaforando,Watched Bruno Borges no Fantástico - Análise Linguagem Corporal SCAN,2020-02-08 18:21:24.424
2200,The Noite com Danilo Gentili,Watched Ganhe Respeito como Batman [LINGUAGEM CORPORAL - Metaforando],2020-02-08 18:20:52.338
2201,Metaforando,Watched Como Linguagem Corporal mudou minha vida (1 MILHÃO - METAFORANDO),2020-02-08 18:02:06.211
2202,Metaforando,Watched Bianca Andrade se sentiu assediada? (Linguagem Corporal - Metaforando),2020-02-08 17:52:28.799
2203,Metaforando,Watched Petrix empurrou Pyong de propósito? (Análise de Linguagem Corporal - Metaforando),2020-02-08 17:45:29.747
2204,Metaforando,Watched Traição pega no flagra? (Linguagem Corporal - Metaforando),2020-02-08 17:38:57.937
2205,Metaforando,"Watched TUDO DEU ERRADO, CHEGOU AO FIM!",2020-02-08 17:37:13.942
2206,Metaforando,"Watched GUGU ERA GAY ? TUDO O QUE LEÃO LOBO CONTOU, JOGOU TUDO NO VENTILADOR",2020-02-06 14:13:47.101
2207,Metaforando,"Watched Como recuperar pendrive com dados, mas mostra vazia, SOLUÇÃO!",2020-02-05 17:02:14.425
2208,Metaforando,Watched Organização de Computadores - Aula 10 - Organizações paralelas (pipeline) do processador,2020-02-04 18:05:41.214
2209,Metaforando,Watched Organização de Computadores - Aula 09 - Processador: fluxo de dados,2020-02-04 17:30:05.955
2210,Maria Venture,Watched https://www.youtube.com/watch?v=P7tbVFxj92M,2020-02-04 08:55:03.677
2211,Walace Pop!,Watched https://www.youtube.com/watch?v=leHc8Ceic3g,2020-02-04 08:54:11.046
2212,AG clube da informática,Watched https://www.youtube.com/watch?v=0QgqbjAIOCE,2020-02-04 08:53:51.205
2213,UNIVESP,Watched Filme Pinóquio 2008 dublado e completão,2020-02-04 08:17:40.565
2214,UNIVESP,"Watched Eu, a patroa e as Crianças | VOL 2",2020-02-04 07:52:00.566
2215,adsense,Watched https://www.youtube.com/watch?v=w4dyYhhjpag,2020-02-04 07:30:23.249
2216,adsense,Watched Organização de Computadores - Aula 01 - Abstrações e tecnologias computacionais,2020-02-04 04:23:35.279
2217,adsense,Watched CPU - UC - ULA e Registradores,2020-02-04 04:18:44.319
2218,Pearl Jean Grey,Watched Informática: Hardware - Processador,2020-02-04 04:18:30.839
2219,FILMES E SERIADOS HENRIQUE,Watched Hardware (Processadores) - Aula 18,2020-02-04 04:14:51.831
2220,adsense,Watched Desvendando Como o processador funciona,2020-02-04 00:32:12.915
2221,UNIVESP,Watched Processador e seus núcleos,2020-02-04 00:27:15.376
2222,Dicionário de Informática,Watched A saga de um processador,2020-02-04 00:18:30.134
2223,Rico Domingues,Watched Hardware (Processadores) - Aula 18,2020-02-03 23:55:22.781
2224,Washington Luis,Watched Como funciona um processador (animação) – Por dentro do computador,2020-02-03 23:55:08.513
2225,Enryson Ferraz,Watched Como Funcionam os Processadores,2020-02-03 23:29:54.007
2226,Dicionário de Informática,Watched O que é e como funciona um processador (CPU),2020-02-03 23:26:21.240
2227,Ecard Junior,Watched Como funciona um computador - Intel Inside Experience [Dublado],2020-02-03 23:06:07.522
2228,Washington Luis,"Watched 💡 Tudo sobre o seu Processador Clock, Núcleos e muito mais...",2020-02-03 22:49:28.271
2229,Por dentro do computador,Watched eu (ainda) não to bem :),2020-02-03 22:23:37.100
2230,Luga,Watched EU JÁ QUIS TERMINAR COM O LUCAS?,2020-02-03 21:03:50.454
2231,SM!Tech,Watched O QUE É O AUTOAMOR? | Rossano Sobrinho (18/10/2018),2020-02-03 05:08:19.470
2232,Rodrigo Lobato,"Watched qual MELHOR PROJETOR? | custo benefício para Cinema, Jogos e Mini Projetor !😜😜",2020-02-03 03:36:50.299
2233,Pichau,Watched Garoto Errado (Acústico) - Manu Gavassi,2020-02-03 03:18:03.603
2234,Brendha Crizel,Watched História do Transistor,2020-02-01 18:29:26.236
2235,Sunaika Bruna,"Watched Pyong perde torcida após descobrirem suposto apoio dele a Bolsonaro, Gusta comenta sobre BBB",2020-02-01 15:34:08.973
2236,TV Mundo Maior,Watched Por que a minha ESPOSA disse SIM ao BBB20?,2020-01-30 14:52:19.481
2237,EscolhaSegura,Watched https://www.youtube.com/watch?v=68nlU4cRHfg,2020-01-29 18:19:09.319
2238,André B,Watched https://www.youtube.com/watch?v=vyv23OSVjLY,2020-01-29 18:00:39.940
2239,PortaldoHWWebTV,Watched O que é ciência de dados | Nerdologia Tech,2020-01-29 17:37:56.525
2240,Treta News,Watched Como Usar o Teste de Gravidez Confira | Sanfarma,2020-01-28 16:35:17.671
2241,Pyong Lee,Watched Como abrir porta sem chave,2020-01-27 23:55:07.137
2242,adsense,Watched “VOCÊ VAI SER PAPAI” - SURPRESA PARA ELE!,2020-01-23 23:02:51.708
2243,adsense,Watched Jorge & Mateus - Duas Metades - [DVD Ao Vivo em Jurerê] - (Clipe Oficial),2020-01-23 17:10:01.419
2244,Nerdologia,Watched Matheus & Kauan - Te Amo À Beça,2020-01-23 17:05:39.319
2245,Sanfarma,Watched MARIDÃO NARRANDO A MAKE,2020-01-23 11:22:27.678
2246,Dr17 sports,Watched MAKE CRIADA NA HORA/ SERÁ QUE DEU CERTO?,2020-01-23 11:11:29.491
2247,Maria Venture,Watched Copacabana Palace | Quanto Custa o Café da Manhã?💸,2020-01-23 11:11:18.642
2248,Jorge & Mateus Oficial,Watched COMPRINHAS DA SEMANA,2020-01-23 11:01:06.868
2249,MatheusKauanVEVO,Watched MAKE PARA O DIA A DIA / PASSO A PASSO,2020-01-23 11:00:58.992
2250,Sasha Ayeska Souza Sa,Watched CUIDADOS COM A PELE parte 2,2020-01-23 11:00:24.057
2251,Sasha Ayeska Souza Sa,Watched CD ENSAIOS DE VERÃO 2019 - LIMÃO COM MEL,2020-01-22 17:19:47.933
2252,Canal dos Caçadores,Watched https://www.youtube.com/watch?v=gwhR0dhnxRc,2020-01-22 15:31:01.590
2253,Sasha Ayeska Souza Sa,"Watched SINTOMAS DE GRAVIDEZ - APÓS A RELAÇÃO, quanto tempo demora para aparecerem os sintomas?",2020-01-22 04:43:49.255
2254,Sasha Ayeska Souza Sa,Watched a video that has been removed,2020-01-21 22:28:05.353
2255,Sasha Ayeska Souza Sa,Watched Eita! O Mi Note 10 ARREBENTOU mesmo hein!? A Xiaomi é MUITO LOUCA! Unboxing e Impressões,2020-01-20 15:06:39.705
2256,Limão com Mel,Watched Como ATIVAR o Modo ESCURO ou NOTURNO no seu INSTAGRAM - OFICIAL,2020-01-19 15:12:55.513
2257,adsense,Watched Verônica e a Farsa descoberta GRAVIDA DE TAUBATÉ - Parte 2.mp4,2020-01-17 03:40:05.385
2258,Almanaque dos Pais,Watched Verônica e a Farsa descoberta GRAVIDA DE TAUBATÉ  - Parte 1.mp4,2020-01-17 03:30:23.074
2259,adsense,Watched 10 Pessoas Que Fizeram Idiotices Para Ficarem Famosas,2020-01-17 03:29:57.481
2260,Gesiel Taveira,Watched https://www.youtube.com/watch?v=wuZpWlEbK94,2020-01-17 03:27:36.365
2261,CanalJMS Dicas,Watched Chris Flores revela como desmascarou a Grávida de Taubaté | The Noite (07/03/17),2020-01-17 03:22:40.047
2262,acm ACMInfo,Watched O Teatro Mágico - ANA E O MAR (DVD),2020-01-17 02:11:14.902
2263,acm ACMInfo,"Watched Tiago Iorc, The scientist - Nacena Studio Pocket Show",2020-01-17 02:08:43.206
2264,TopDez TV,"Watched Scalene - ""Entrelaços"" Ao Vivo em Brasília",2020-01-17 02:07:23.020
2265,adsense,Watched Esteban Tavares - Cigarros e Capitais,2020-01-17 02:05:00.016
2266,The Noite com Danilo Gentili,Watched Maria Bethânia e Adriana Calcanhotto - Depois De Ter Você,2020-01-17 02:01:18.667
2267,sbrproducoes,Watched https://www.youtube.com/watch?v=B9z2MH76d-k,2020-01-17 02:00:08.251
2268,a21films,Watched Eu Te Devoro - Djavan (Filipe Volpi),2020-01-17 01:58:54.240
2269,scalenetube,Watched Tiago Nacarato – “Onde Anda Você” | Prova Cega | The Voice Portugal,2020-01-17 01:57:12.421
2270,Esteban Tavares,Watched 5 a seco - ventos de netuno - acústico [OFICIAL],2020-01-17 01:55:39.791
2271,Biscoito Fino,"Watched 5 a seco - síntese - ela, ele e eu [OFICIAL]",2020-01-17 01:55:14.460
2272,adsense,Watched 5 a seco - pra você dar o nome [OFICIAL],2020-01-17 01:54:58.214
2273,Filipe Volpi,Watched Tiago Iorc e Maria Gadu - Fora da Lei [Ed Motta cover],2020-01-17 01:47:39.101
2274,The Voice Portugal,Watched Ed Motta em DVD - Fora Da Lei,2020-01-17 01:46:58.103
2275,5 a seco,Watched Ed Motta - Caso Sèrio,2020-01-17 01:45:24.749
2276,5 a seco,Watched Bebida de Farinha Láctea Multicereais - Receitas Nestlé,2020-01-16 21:44:08.877
2277,5 a seco,Watched Mingau de Farinha Láctea Multicereais - Receitas Nestlé,2020-01-16 21:43:38.514
2278,Viviane Luz,"Watched Assistir Eu, a Patroa e as Crianças   2ª Temporada Completa Dublado HD",2020-01-16 01:22:45.106
2279,TramaLive,Watched Emicida - Hoje cedo (Feat. Pitty),2020-01-16 01:20:25.905
2280,BluEclettico,"Watched Rashid (part. Luccas Carlos) - ""Bilhete 2.0""",2020-01-16 01:19:37.797
2281,Receitas Nestlé,Watched Orgânico Verão #1 - Lourena e Sant - Dizeres [Prod. Leo Casa 1],2020-01-16 01:15:45.496
2282,Receitas Nestlé,Watched Calendário - ANAVITÓRIA,2020-01-16 01:14:26.952
2283,"Éééé, Não",Watched calendário - anavitória (cover) Carol Biazin & DAY,2020-01-16 01:11:49.417
2284,Emicida,Watched Vem Cá - Pelé MilFlows (cover) by Carol Biazin,2020-01-16 01:10:31.192
2285,Rashid Oficial,Watched Vem Cá,2020-01-16 01:09:58.175
2286,Rap Box,Watched a video that has been removed,2020-01-16 01:09:09.552
2287,Kamila Schnneider,Watched https://www.youtube.com/watch?v=gTvUsgfkoc4,2020-01-16 01:08:23.700
2288,Carol Biazin,Watched SENTADÃO,2020-01-16 01:06:47.495
2289,Carol Biazin,Watched MC Ingryd - Vem Me Satisfazer (DJ Henrique da VK) Peixinho Filmes,2020-01-16 01:05:10.943
2290,Altamira & Françoiz Breut - Topic,Watched EU E A MARIA DISCUTIMOS E TERMINAMOS NA FRENTE DE TODOS NA PISCINA!! (Ft. Rezende e Virginia),2020-01-15 11:26:19.043
2291,adsense,Watched A VOLTA POR CIMA DEPOIS DE UM ACIDENTE! | Papo Kabelo Verão com Adriana Lua | Salon Line,2020-01-15 11:09:30.747
2292,adsense,Watched Medo de avião,2020-01-14 18:25:50.764
2293,JS o Mão de Ouro - Topic,Watched REENCONTRANDO O SLINKY E A KIARA! 😍,2020-01-14 18:20:57.751
2294,Funk Carioca,Watched FUI COMPRAR UMA FANTASIA PRA FRAN😜,2020-01-14 18:20:53.041
2295,Gregory Kessey,Watched https://www.youtube.com/watch?v=RwvU-YylYQ4,2020-01-14 18:20:12.481
2296,SalonLineBrasil,Watched RELACIONAMENTO ABERTO - Parte 1,2020-01-14 18:19:51.382
2297,Fernando Sanches,Watched VENCEDORA: Larissa Manoela | MELHOR ENTREVISTA | Prêmio Humor Multishow 2019,2020-01-14 18:08:55.745
2298,Sunaika Bruna,Watched ZOO • GIRASSOL (COVER) - Priscilla Alcântara ft. Whindersson Nunes,2020-01-14 18:08:21.431
2299,Sunaika Bruna,Watched Entrevista com Now United | The Noite (01/11/19),2020-01-14 18:08:19.699
2300,adsense,Watched Victor da Dupla Victor e Leo é Condenado Por Agressão da Esposa - TV Record - 12-01-2020,2020-01-14 16:54:35.183
2301,Adriana Lua,Watched Victor Chaves é condenado por agredir ex-mulher; especialista analisa pena,2020-01-14 11:18:57.781
2302,Humor Multishow,Watched Imagens exclusivas mostram briga de sertanejo Victor e ex-esposa 3 anos atrás,2020-01-14 11:12:40.566
2303,Zoo,"Watched DOMINGO ESPETACULAR:  VITOR DA DUPLA VITOR E LÉO, FOI INDICIADO LEGALMENTE POR VIAS DE FATO 09/04/17",2020-01-14 11:12:26.635
2304,The Noite com Danilo Gentili,"Watched Pr Cláudio Duarte ""O Cheiro do Passado"" Palestra Muito Engraçada",2020-01-12 13:59:51.429
2305,01 Bruno Silva - News Red Pill,Watched Cláudio Duarte // A arte de perdoar,2020-01-12 13:00:19.456
2306,Record News,Watched https://www.youtube.com/watch?v=BqA7ke4oRcM,2020-01-12 04:38:09.847
2307,Record News,Watched https://www.youtube.com/watch?v=59UxkxyVkTw,2020-01-12 03:26:54.527
2308,Inácia Galdino,Watched Pr. Cláudio Duarte // Qual é o Seu Problema,2020-01-12 03:26:02.008
2309,Sergio Soares Cristão,Watched https://www.youtube.com/watch?v=rrvPUaNCKdU,2020-01-11 17:05:32.505
2310,Comunidade da Fé Church,Watched PERDOAR INFIDELIDADE? É CERTO? Pr Claudio Duarte Pregação,2020-01-11 12:05:10.642
2311,adsense,Watched Como fazer Salada de Maionese,2020-01-10 03:34:05.022
2312,adsense,Watched APRENDA A FAZER SALADA DE MAIONESE FÁCIL,2020-01-10 03:34:01.944
2313,Quadrangular - Pastor Flamarion,Watched Como Fazer Salada de Maionese para Churrasco - Tv Churrasco,2020-01-10 03:33:19.810
2314,adsense,Watched https://www.youtube.com/watch?v=o9h8gLCjuiE,2020-01-09 20:28:37.095
2315,Léo e Lau Palestra Casal,Watched Hipnose no fantástico - Cirurgia sem Anestesia,2020-01-09 00:25:21.824
2316,ComoFaz,Watched meu MELHOR microfone LAPELA - Ótima qualidade pelo que custa,2020-01-08 15:16:19.446
2317,Escola DE SALGADOS,Watched a video that has been removed,2020-01-08 03:02:00.081
2318,Tv Churrasco,"Watched Vem me satisfazer - MC Elvis, MC Ingryd e DJ Pernambuco",2020-01-08 03:00:26.799
2319,adsense,"Watched Vem Me Satisfazer Remix Brega Funk - DJ Pernambuco, MC Elvis e MC Ingryd  | FitDance TV",2020-01-08 02:58:49.077
2320,NetHoler,Watched MC Ingryd - Vem Me Satisfazer (DJ Henrique da VK) Peixinho Filmes,2020-01-08 02:57:49.674
2321,Gesiel Taveira,Watched Solinho Agressivo - Anderson e o Vei da Pisadinha | FitDance TV (Coreografia Oficial),2020-01-08 02:55:26.679
2322,adsense,Watched COMO COLAR CÍLIOS POSTIÇOS PARA INICIANTES,2020-01-08 02:54:16.977
2323,Cia Daniel Saboya Fã Clube,Watched O JEITO MAIS FÁCIL DO MUNDO DE COLAR CÍLIOS POSTIÇOS,2020-01-08 02:50:26.994
2324,FitDance,Watched https://www.youtube.com/watch?v=hkObRwyBYsQ,2020-01-08 00:17:04.930
2325,Funk Carioca,Watched https://www.youtube.com/watch?v=GHOvTm076mQ,2020-01-07 11:53:37.620
2326,FitDance,"Watched É ELE SIM! Xiaomi Pocophone F1, UM TOP COM PREÇO DE INTERMEDIÁRIO! Unboxing e Impressões",2020-01-06 13:51:23.479
2327,Fernanda Petrizi,"Watched Poesia Acústica #8 - Amor e Samba -Cesar Mc, Elana, Kayuá, Projota, Cynthia Luz, Froid, Mv Bill, Bob",2020-01-06 13:33:31.208
2328,Carol Mamprin,Watched Aula ao vivo de Hipnose Cínica,2020-01-06 09:54:22.980
2329,adsense,Watched COMO PARAR DE PROCRASTINAR COM HIPNOSE,2020-01-06 09:51:21.947
2330,adsense,Watched Aula Hipnose Clínica,2020-01-06 09:47:43.524
2331,Gesiel Taveira,Watched 1 Aula ao vivo módulo Hipnose básico ao avançado,2020-01-06 09:47:18.610
2332,PineappleStormTV,Watched LIVE EXCLUSIVA COM DR. ALBERTO LOPES,2020-01-06 09:46:56.709
2333,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched Aula ao vivo de Hipnose Cínica,2020-01-05 20:27:42.332
2334,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched LIVE EXCLUSIVA COM DR. ALBERTO LOPES,2020-01-05 19:54:13.284
2335,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched 1 Aula ao vivo módulo Hipnose básico ao avançado,2020-01-05 18:35:44.713
2336,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched a video that has been removed,2020-01-05 16:44:04.301
2337,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched AUTOESTIMA,2020-01-05 15:32:09.080
2338,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched MINHA INTERNAÇÃO - Parte 2,2020-01-05 15:16:50.233
2339,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched ELA ME TRAIU!,2020-01-04 16:14:47.966
2340,CHARLES BUENO - Universidade Brasileira de Hipnose,"Watched Pedro Sampaio, Felipe Original, JS o Mão de Ouro - SENTADÃO",2020-01-03 14:13:25.025
2341,adsense,"Watched Surtada (Remix Brega funk) - Dadá Boladão, Tati Zaqui ft. OIK | FitDance TV (Coreografia Oficial)",2020-01-03 14:13:20.704
2342,Adriana Lua,"Watched Sentadão - Pedro Sampaio, Felipe Original, JS o Mão de Ouro - Cia. Daniel Saboya (Coreografia)",2020-01-03 14:12:21.618
2343,Adriana Lua,Watched Sentadão  - Pedro Sampaio ft. Felipe Original & JS o Māo de Ouro | #FiqueEmCasa e Dance #Comigo,2020-01-03 14:11:20.087
2344,Christian Figueiredo,Watched a video that has been removed,2020-01-02 20:33:06.793
2345,PEDRO SAMPAIO,Watched Efeito Sonoro de Cachorro Latindo [ Latido de Cachorro de 8 Raças ],2020-01-02 20:32:11.180
2346,FitDance,Watched Ouça o som de um cachorro latindo,2020-01-02 20:32:05.832
2347,Dan-Sa / Daniel Saboya,Watched Poesia Acústica #7 -Céu Azul -Hariel | Negra Li | Ducon | Kevin O Chris | Chris | Matuê | DK | Vitão,2020-01-01 01:41:06.420
2348,FitDance,Watched a video that has been removed,2020-01-01 01:28:40.342
2349,adsense,Watched Poesia Acústica #6 - Era Uma Vez + DOWNLOAD NA DESCRIÇÃO + LETRA,2020-01-01 01:16:00.797
2350,Cachorros Online,"Watched Poesia Acústica #8 - Amor e Samba -Cesar Mc, Elana, Kayuá, Projota, Cynthia Luz, Froid, Mv Bill, Bob",2020-01-01 01:05:23.868
2351,Sons do Mundo,"Watched ANAVITÓRIA, Vitor Kley - Pupila",2020-01-01 01:01:25.659
2352,PineappleStormTV,Watched Poesia Acústica #8 (LETRA) - Amor e Samba -Cesar Mc|Elana|Kayuá|Projota|CynthiaLuz|Froid|Mv Bill|Bob,2019-12-31 15:54:11.124
